,read_length_bp,sequences_split_libraries,observations_closed_ref_greengenes,observations_closed_ref_silva,observations_open_ref_greengenes,observations_deblur_90bp
1823,145,75172,29883,42792,73879,44866
1824,145,87901,49019,55323,86833,52738
1825,145,54965,29544,26044,54544,36035
1826,145,100331,44755,52833,98100,57826
1827,100,107766,43552,43735,101296,39651
1828,100,142321,136401,136723,141566,105716
1829,100,44285,13977,13982,41181,10680
1830,100,174243,147487,147836,169897,109539
1831,100,157495,136594,137228,148516,102404
1832,100,145105,139347,139643,144199,100213
1833,100,134329,107599,107786,122489,82534
1834,100,327784,210555,220715,323086,169662
1835,100,110729,50182,55010,101634,39090
1836,100,263234,94217,94314,208620,66999
1837,100,100369,66570,70584,96673,49193
1838,100,47783,46216,46222,47209,36102
1839,100,281695,263550,264381,279625,211707
1840,100,369543,358394,358535,365488,271036
1841,150,217182,215906,215173,217055,154289
1842,150,127538,127207,127131,127484,105195
1843,150,211322,210094,209328,211204,146623
1844,150,126173,125806,125673,126132,103064
1845,150,74196,52291,55597,73223,37502
1846,150,143154,141708,141206,143043,94306
1847,150,129822,129397,129283,129771,105213
1848,150,492866,357022,379238,488605,287461
1849,150,220977,219537,218676,220846,152041
1850,150,129051,128509,128350,128990,102204
1851,150,106541,78509,85134,104720,54601
1852,150,113923,113577,113482,113864,92799
1853,150,203582,202181,201389,203481,141770
1854,150,232317,230061,228630,232193,137683
1855,150,117915,117407,117269,117867,95049
1856,150,259505,181391,204356,257404,154792
1857,150,187136,186011,185271,187048,128339
1858,150,96645,96411,96344,96609,79109
1859,150,105485,79091,84680,103902,54332
1860,150,63117,44269,47159,62191,33545
1861,150,204247,203180,202558,204148,147440
1862,150,128881,128519,128430,128828,106557
1863,150,272688,204488,220889,270578,162095
1864,150,94511,70344,75690,93065,46941
1865,150,84150,56351,61441,82932,46860
1866,150,108447,107837,107460,108388,78112
1867,150,138902,138137,138038,138797,113466
1868,150,106748,80531,86330,104837,51772
1869,150,209191,208037,207398,209064,152677
1870,150,102123,101768,101648,102071,82094
1871,150,108526,81628,87120,106696,53086
1872,150,125614,124695,124602,125496,100118
1873,150,67092,49800,53307,66110,35418
1874,150,90905,65936,70603,89404,47889
1875,150,114694,113986,113590,114644,80935
1876,150,118597,118124,118066,118504,97718
1877,150,112503,80797,88171,110665,57626
1878,150,75372,56106,58510,74290,41186
1879,150,238943,237500,236558,238830,164926
1880,150,106861,106562,106495,106818,87788
1881,150,269094,204040,221456,266994,158104
1882,150,93871,69486,74049,92562,51655
1883,150,94814,69705,73325,92817,45208
1884,150,198576,196682,195635,198438,129113
1885,150,87979,63514,67247,86600,48649
1886,150,276981,275074,273746,276779,180260
1887,150,117530,116277,116154,117444,93363
1888,150,117605,81595,93068,116637,69806
1889,150,137551,137060,136958,137483,112951
1890,150,228566,226627,225988,228276,162325
1891,150,127728,126975,126895,127656,103757
1892,150,350485,262994,289731,347606,202879
1893,150,113022,82571,89715,111194,56916
1894,150,86400,62409,65850,84877,46213
1895,150,115061,114461,114171,115007,85541
1896,150,130337,129930,129873,130271,106304
1897,150,72090,55498,58638,70605,34636
1898,150,105825,105297,105023,105775,79219
1899,150,111866,111557,111483,111815,92283
1900,150,126062,125402,125000,126005,91974
1901,150,131359,131022,130961,131294,109420
1902,150,67384,51383,54816,66230,33760
1903,150,231855,230489,229759,231740,169770
1904,150,111242,110795,110479,111176,84764
1905,150,202549,201443,200841,202449,147494
1906,150,98884,98493,98424,98836,82638
1907,150,82869,60541,64976,81628,43713
1908,150,158541,124305,129362,157119,91318
1909,150,126169,125468,124926,126123,86274
1910,150,135236,134798,134704,135175,110579
1911,150,118926,88819,95302,117564,64255
1912,150,101924,74775,79314,99812,51285
1913,150,168635,167571,167069,168549,123379
1914,150,139125,138677,138572,139068,115636
1915,150,94046,70451,74695,92280,48283
1916,150,91353,66398,71055,89392,49827
1917,150,232737,231415,230554,232627,163969
1918,150,111730,111092,111028,111658,93030
1919,150,95452,70691,76604,94094,53606
1920,150,85866,64621,68238,84146,48531
1921,150,111983,111382,111005,111929,79435
1922,150,144847,143575,143491,144722,119122
1923,150,116516,86688,95079,115379,68127
1924,150,115025,81730,87963,112631,61156
1925,150,124575,123815,123333,124520,85875
1926,150,88836,88556,88480,88778,73482
1927,150,47618,34765,36967,46788,24231
1928,150,96436,68867,74227,94717,55943
1929,150,90807,63995,69573,89436,50002
1930,150,104523,104041,103709,104483,75960
1931,150,132498,132165,132122,132439,112053
1932,150,80082,59148,62944,78893,43581
1933,150,93214,68158,72295,91446,49597
1934,150,160412,159370,158695,160331,107942
1935,150,125452,125054,124976,125400,104590
1936,150,92122,63380,68008,89883,48813
1937,150,122993,122656,122528,122948,100899
1938,150,124004,122982,122488,123893,84086
1939,150,97455,96422,96396,97348,81478
1940,150,168152,167575,167488,168070,138789
1941,150,169795,168412,167703,169691,115174
1942,150,128038,127716,127702,127983,109364
1943,150,78029,50220,55596,76750,43908
1944,150,177769,176260,175677,177658,123859
1945,150,143205,142751,142685,143124,119748
1946,150,105611,77946,83629,104549,61520
1947,150,109339,108475,108136,109281,77000
1948,150,53609,53365,53342,53584,45199
1949,150,120290,85465,91663,118658,68565
1950,150,233333,232054,231141,233244,162903
1951,150,112087,111643,111576,112029,92933
1952,150,85576,62916,67166,84325,46744
1953,150,67156,48837,54718,66598,41167
1954,150,110061,81058,86278,108451,62805
1955,150,110099,109478,109152,110031,80105
1956,150,132931,132551,132470,132878,111668
1957,150,112422,82094,87785,110784,62718
1958,150,82157,65346,67471,80673,43290
1959,150,115187,114271,113985,115130,83530
1960,150,133862,132557,132614,133722,109240
1961,150,93518,69901,74228,92028,50570
1962,150,113845,113022,112685,113773,83083
1963,150,123518,123122,123073,123459,103942
1964,150,130848,129617,129240,130780,92275
1965,150,142225,141836,141790,142162,119453
1966,150,99940,70630,76608,98588,57469
1967,150,97146,71524,78768,96413,58870
1968,150,212792,210411,210368,212664,176455
1969,150,231303,226440,227717,231150,153000
1970,150,258026,232327,232709,257397,177798
1971,150,231726,211183,227755,231545,149114
1972,150,568818,448904,474545,559095,269254
1973,150,230737,225582,225596,230561,187910
1974,150,180490,179503,178989,180410,131374
1975,150,498118,365302,396620,493967,295829
1976,150,565383,459452,482456,556631,275980
1977,150,233431,232392,232325,233249,196678
1978,150,200184,197527,197166,200050,140903
1979,150,245406,227239,227328,245039,183805
1980,150,184764,183281,182705,184657,128824
1981,150,222694,221272,220434,222600,153487
1982,150,139606,139257,139174,139545,115994
1983,150,279587,196958,222916,277686,174497
1984,150,79664,56813,65060,78866,47376
1985,150,137295,136561,136151,137233,101210
1986,150,107005,106666,106594,106959,88713
1987,150,113238,112592,112280,113176,82740
1988,150,49140,48986,48951,49124,41000
1989,150,178640,177998,177946,178510,148686
1990,150,119625,88039,94432,117587,67135
1991,150,138898,138172,137693,138835,99720
1992,150,82060,81811,81782,82021,69658
1993,150,92772,68217,74447,91948,53679
1994,150,127573,92056,102378,126482,74997
1995,150,125047,124344,123968,124983,90850
1996,150,138753,138268,138165,138702,115902
1997,150,345657,243403,272832,342881,204706
1998,150,89747,62332,70308,88986,53892
1999,150,92336,66419,71897,90693,50070
